Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp),New_car_Price
Delhi,2018,9000,Diesel,Manual,First,7.0,13.0,Mahindra,14.0,2179.0,155.0,16.4
Kolkata,2012,41100,Diesel,Automatic,First,5.0,26.5,BMW,16.77,2993.0,261.49,1.66
Ahmedabad,2004,60000,Petrol,Manual,Second,5.0,1.4,Maruti,17.3,1061.0,64.0,
Kochi,2017,38424,Petrol,Manual,First,5.0,7.51,Honda,17.8,1497.0,117.3,
Delhi,2014,50000,Diesel,Manual,First,5.0,4.3,Maruti,22.9,1248.0,74.0,
Mumbai,2015,19000,Petrol,Automatic,First,5.0,8.95,Honda,18.0,1497.0,117.3,15.29
Kochi,2015,58734,Diesel,Manual,First,7.0,6.91,Maruti,20.77,1248.0,88.76,
Coimbatore,2016,65257,Diesel,Manual,First,5.0,9.75,Renault,19.01,1461.0,108.45,
Jaipur,2010,130000,Diesel,Manual,Second,5.0,4.0,Maruti,19.3,1248.0,73.9,
Hyderabad,2011,79000,Diesel,Manual,First,5.0,3.65,Maruti,23.2,1248.0,73.94,
Chennai,2013,78000,Diesel,Manual,First,7.0,10.75,Mahindra,15.1,2179.0,140.0,
Kochi,2015,49133,Petrol,Manual,First,5.0,4.51,Honda,19.4,1198.0,86.8,
Coimbatore,2016,22769,Diesel,Automatic,First,5.0,49.22,Mercedes-Benz,0.0,2987.0,165.0,
Coimbatore,2014,54448,Diesel,Manual,First,5.0,3.7,Tata,21.02,1248.0,88.8,
Hyderabad,2014,158793,Diesel,Manual,First,7.0,12.99,Toyota,12.8,2494.0,102.0,
Delhi,2015,62088,Petrol,Manual,First,5.0,4.15,Maruti,18.6,1197.0,85.8,
Kolkata,2012,14800,Petrol,Manual,First,5.0,4.4,Hyundai,17.01,1591.0,121.3,
Kolkata,2015,26000,Petrol,Manual,First,7.0,4.25,Honda,17.3,1497.0,117.3,
Mumbai,2017,32005,Petrol,Manual,First,5.0,4.25,Honda,18.0,1198.0,86.7,
Jaipur,2017,35000,Petrol,Automatic,First,5.0,7.7,Honda,18.0,1497.0,117.3,14.67
Pune,2015,52000,Diesel,Automatic,First,5.0,39.75,Land,12.7,2179.0,187.7,
Mumbai,2017,11000,Petrol,Manual,First,5.0,8.5,Honda,17.4,1497.0,117.3,12.57
Jaipur,2008,62000,Petrol,Automatic,First,5.0,7.0,Mercedes-Benz,9.5,2997.0,231.1,
Chennai,2002,65134,Petrol,Manual,Third,5.0,0.8,Ford,13.8,1299.0,70.0,
Delhi,2013,71000,Diesel,Manual,First,7.0,15.25,Toyota,13.0,2982.0,168.5,
Hyderabad,2008,51366,Petrol,Manual,First,5.0,2.25,Maruti,19.0,998.0,66.1,
Kolkata,2016,46300,Diesel,Manual,First,7.0,4.85,Tata,14.07,1948.0,83.1,
Coimbatore,2012,60908,Petrol,Automatic,Second,5.0,6.42,Honda,15.6,1497.0,116.3,
Chennai,2012,93450,Diesel,Manual,Second,5.0,2.5,Nissan,23.19,1461.0,63.12,9.48
Hyderabad,2011,104000,Diesel,Automatic,First,5.0,5.75,Hyundai,19.08,1582.0,126.32,
Pune,2003,52000,Petrol,Manual,First,4.0,0.5,Maruti,16.1,796.0,37.0,
Coimbatore,2015,42999,Diesel,Manual,First,7.0,11.52,Mahindra,15.1,2179.0,140.0,
Delhi,2014,90000,Diesel,Manual,First,5.0,4.5,Maruti,21.5,1248.0,88.8,
Bangalore,2013,72000,Petrol,Automatic,First,5.0,4.75,Hyundai,15.0,1396.0,98.6,
Coimbatore,2019,54321,Diesel,Manual,First,5.0,13.54,Hyundai,19.67,1582.0,126.2,
Kochi,2015,59630,Diesel,Automatic,First,5.0,23.41,Mercedes-Benz,13.0,2143.0,201.1,
Hyderabad,2013,116000,Diesel,Automatic,Second,7.0,19.25,Toyota,12.55,2982.0,168.5,
Ahmedabad,2015,34000,Diesel,Automatic,First,5.0,20.0,Volvo,9.0,1984.0,181.0,
Delhi,2011,70000,Diesel,Automatic,First,5.0,13.0,Mercedes-Benz,14.21,2143.0,203.0,
Chennai,2010,80000,Petrol,Manual,First,5.0,3.99,Honda,10.2,2354.0,180.0,
Pune,2015,110000,Diesel,Manual,First,5.0,4.65,Honda,25.8,1498.0,98.6,
Ahmedabad,2013,56454,Diesel,Manual,First,5.0,4.65,Maruti,28.4,1248.0,73.75,8.95
Kolkata,2013,60000,Petrol,Manual,First,5.0,3.15,Maruti,18.6,1197.0,85.8,
Delhi,2013,56000,Petrol,Automatic,First,5.0,8.25,Toyota,14.53,1798.0,138.1,
Bangalore,2012,63000,Diesel,Automatic,Second,5.0,65.0,Land,11.49,4367.0,335.3,
Chennai,2012,63000,Diesel,Manual,First,5.0,4.5,Maruti,22.9,1248.0,74.0,
Kolkata,2017,15050,Diesel,Manual,First,5.0,17.5,Jeep,16.3,1956.0,170.0,23.19
Mumbai,2016,29401,Petrol,Manual,First,5.0,4.31,Maruti,20.4,1197.0,81.8,
Kochi,2016,25238,Petrol,Manual,First,5.0,6.2,Honda,18.7,1199.0,88.7,
Kochi,2011,58752,Petrol,Manual,First,5.0,3.32,Volkswagen,16.47,1198.0,73.9,
Delhi,2011,62000,Petrol,Automatic,First,5.0,3.75,Honda,12.9,1799.0,130.0,
Bangalore,2013,132000,Petrol,Manual,First,5.0,4.7,Toyota,16.78,1496.0,88.73,
Chennai,2016,51000,Petrol,Manual,First,5.0,6.5,Hyundai,17.01,1591.0,121.3,
Hyderabad,2009,185200,Diesel,Manual,First,8.0,7.25,Toyota,12.8,2494.0,102.0,
Coimbatore,2016,61717,Diesel,Manual,First,5.0,8.94,Maruti,22.7,1598.0,118.0,
Kolkata,2018,8896,Petrol,Manual,First,5.0,7.34,Ford,19.0,1194.0,94.68,8.24
Delhi,2016,17000,Petrol,Manual,First,5.0,6.9,Maruti,21.4,1197.0,83.1,
Mumbai,2016,31378,Petrol,Manual,First,5.0,5.9,Honda,18.2,1199.0,88.7,8.71
Pune,2013,114000,Diesel,Automatic,First,5.0,6.75,Hyundai,22.32,1582.0,126.3,
Ahmedabad,2014,81000,Diesel,Manual,First,5.0,4.1,Honda,25.8,1498.0,98.6,
Mumbai,2017,31000,Diesel,Automatic,First,5.0,27.0,Audi,18.51,1968.0,147.51,44.75
Mumbai,2014,35000,Petrol,Manual,First,5.0,4.5,Skoda,15.0,1598.0,103.52,
Kolkata,2013,60001,Diesel,Automatic,First,5.0,14.5,Audi,17.11,1968.0,174.33,
Jaipur,2014,75074,Diesel,Manual,First,5.0,5.25,Maruti,23.4,1248.0,74.0,
Kolkata,2012,80000,Diesel,Manual,Second,5.0,1.2,Tata,22.3,1248.0,74.0,
Jaipur,2006,147350,Diesel,Manual,Second,8.0,4.95,Toyota,12.99,2494.0,100.6,
Hyderabad,2013,60000,Diesel,Manual,First,5.0,7.5,Renault,19.64,1461.0,108.45,
Kolkata,2015,7501,Petrol,Automatic,First,4.0,48.0,Mercedes-Benz,10.0,2996.0,333.0,87.57
Delhi,2015,58000,Diesel,Manual,First,5.0,4.45,Honda,25.8,1498.0,98.6,
Coimbatore,2018,29277,Diesel,Automatic,First,5.0,59.65,Mercedes-Benz,11.57,2987.0,254.79,95.13
Kochi,2015,57034,Diesel,Manual,First,5.0,4.38,Maruti,23.2,1248.0,73.94,
Kochi,2016,40810,Diesel,Manual,First,5.0,7.9,Maruti,28.09,1248.0,88.5,
Bangalore,2008,35268,Petrol,Manual,Second,5.0,1.88,Hyundai,0.0,1086.0,62.0,
Coimbatore,2018,34630,Petrol,Automatic,First,5.0,7.29,Maruti,21.4,1197.0,83.1,8.57
Hyderabad,2012,45122,Diesel,Manual,First,5.0,6.0,Ford,23.5,1498.0,88.7,
Chennai,2011,126000,Diesel,Manual,Third,7.0,6.7,Mahindra,16.0,2179.0,140.0,
Jaipur,2009,63000,Petrol,Manual,First,5.0,1.5,Maruti,19.7,796.0,46.3,
Kochi,2016,32298,Diesel,Automatic,First,4.0,23.8,Mini,20.7,1496.0,113.98,35.0
Kochi,2014,63288,Diesel,Manual,First,7.0,7.77,Mahindra,15.1,2179.0,140.0,
Coimbatore,2012,43337,Petrol,Manual,First,5.0,3.32,Hyundai,17.92,1086.0,62.1,
Kochi,2015,46561,Diesel,Manual,First,5.0,4.94,Maruti,22.9,1248.0,74.0,
Delhi,2013,34000,Diesel,Automatic,Second,5.0,11.0,Mercedes-Benz,20.0,2143.0,107.3,
Hyderabad,2016,48000,Petrol,Manual,First,5.0,3.4,Renault,25.17,799.0,53.3,
Kochi,2013,56263,Diesel,Manual,First,5.0,4.17,Maruti,22.9,1248.0,74.0,
Hyderabad,2005,84060,Petrol,Manual,Second,5.0,1.25,Maruti,17.3,993.0,60.0,
Mumbai,2016,9000,Petrol,Automatic,First,5.0,5.45,Hyundai,18.9,1197.0,82.0,
Jaipur,2012,79000,Diesel,Manual,First,5.0,2.59,Tata,21.12,1248.0,88.8,
Pune,2015,87900,Diesel,Manual,First,7.0,12.01,Mahindra,16.0,2179.0,140.0,
Delhi,2010,72425,Petrol,Manual,Second,5.0,2.45,Maruti,17.5,1197.0,85.8,
Bangalore,2015,38000,Diesel,Automatic,First,5.0,29.0,Audi,15.73,1968.0,174.33,
Hyderabad,2010,107000,Diesel,Automatic,First,5.0,11.99,Mercedes-Benz,14.84,2143.0,170.0,
Delhi,2015,51000,Petrol,Automatic,First,5.0,7.9,Honda,18.0,1497.0,117.3,
Pune,2010,140000,Diesel,Manual,Third,7.0,6.25,Toyota,12.8,2494.0,102.0,
Pune,2011,48000,Petrol,Manual,Second,5.0,1.8,Chevrolet,18.6,1199.0,79.4,
Delhi,2013,62000,CNG,Manual,First,5.0,2.8,Maruti,26.6,998.0,58.16,
Mumbai,2015,31000,Petrol,Manual,First,5.0,4.9,Honda,18.7,1199.0,88.7,
Jaipur,2010,75055,Petrol,Manual,First,5.0,2.25,Nissan,18.06,1198.0,75.0,
Coimbatore,2017,51210,Petrol,Automatic,First,5.0,8.89,Maruti,19.12,1373.0,91.1,
Mumbai,2012,87000,Diesel,Automatic,First,7.0,15.0,Toyota,12.55,2982.0,168.5,
Kolkata,2018,17000,Diesel,Manual,First,5.0,5.65,Ford,26.1,1498.0,99.0,7.56
Jaipur,2014,57000,Diesel,Manual,First,7.0,7.0,Maruti,20.77,1248.0,88.8,
Hyderabad,2016,9370,Petrol,Manual,First,5.0,2.95,Maruti,22.74,796.0,47.3,
Chennai,2013,53226,Petrol,Manual,First,5.0,3.3,Honda,19.4,1198.0,86.8,
Hyderabad,2010,120000,Diesel,Manual,Second,5.0,3.5,Hyundai,16.2,1493.0,110.0,
Jaipur,2007,75055,Petrol,Manual,First,5.0,2.3,Honda,12.8,1493.0,100.0,
Coimbatore,2017,37247,Diesel,Manual,First,5.0,13.69,Hyundai,19.67,1582.0,126.2,
Delhi,2013,64000,Diesel,Manual,First,5.0,3.1,Toyota,23.59,1364.0,67.06,
Mumbai,2014,12000,Petrol,Manual,First,5.0,12.75,Hyundai,13.44,2359.0,198.25,
Pune,2017,40158,Diesel,Manual,First,5.0,13.75,Hyundai,19.67,1582.0,126.2,
Chennai,2017,11000,Petrol,Manual,First,5.0,6.75,Honda,18.7,1199.0,88.7,
Chennai,2014,70010,Diesel,Manual,First,5.0,5.25,Volkswagen,20.54,1598.0,103.6,
Mumbai,2015,82000,Diesel,Manual,First,7.0,8.75,Mahindra,16.0,2179.0,140.0,
Kochi,2017,57259,Diesel,Manual,First,7.0,8.87,Mahindra,18.49,1493.0,100.0,
Bangalore,2010,84000,Petrol,Automatic,Second,5.0,6.5,Honda,11.1,2354.0,142.0,
Pune,2012,168000,Diesel,Manual,First,7.0,4.5,Maruti,20.77,1248.0,88.76,
Hyderabad,2012,73670,Diesel,Manual,First,7.0,12.5,Mahindra,12.83,2696.0,162.0,
Delhi,2014,89540,Diesel,Automatic,First,7.0,16.8,Toyota,12.55,2982.0,168.5,
Hyderabad,2016,85423,Diesel,Manual,First,7.0,8.75,Maruti,20.77,1248.0,88.8,
Pune,2013,48823,Diesel,Automatic,First,5.0,8.5,Hyundai,19.5,1582.0,126.24,
Kolkata,2011,35082,Petrol,Manual,First,5.0,2.21,Hyundai,20.36,1197.0,78.9,
Jaipur,2012,126000,Petrol,Manual,First,5.0,1.6,Maruti,16.8,796.0,34.2,
Delhi,2016,19000,Petrol,Automatic,First,5.0,6.25,Honda,15.5,1198.0,86.7,
Mumbai,2007,69000,Petrol,Automatic,Second,5.0,2.25,Honda,12.9,1799.0,130.0,
Kochi,2019,29836,Diesel,Automatic,First,5.0,25.75,Mercedes-Benz,17.9,2143.0,136.0,43.07
Ahmedabad,2010,48002,Petrol,Manual,Second,5.0,6.75,Skoda,13.14,1798.0,157.8,
Ahmedabad,2015,52324,Diesel,Manual,First,5.0,6.25,Maruti,28.09,1248.0,88.5,
Delhi,2013,65000,Diesel,Manual,First,5.0,5.1,Ford,22.7,1498.0,89.84,
Mumbai,2009,66000,Diesel,Automatic,Second,5.0,10.75,Mercedes-Benz,8.7,2987.0,224.34,
Hyderabad,2016,75700,Diesel,Manual,First,5.0,5.7,Hyundai,24.0,1120.0,70.0,
Bangalore,2013,43000,Diesel,Manual,First,5.0,5.95,Volkswagen,20.5,1598.0,105.0,
Kochi,2012,42706,Diesel,Manual,First,5.0,2.4,Chevrolet,25.44,936.0,56.3,
Mumbai,2013,35000,Diesel,Manual,First,7.0,3.49,Mahindra,17.21,1493.0,100.0,
Hyderabad,2011,54348,Petrol,Automatic,First,5.0,4.0,Hyundai,19.2,1197.0,80.0,
Delhi,2013,84000,Diesel,Manual,First,5.0,3.85,Toyota,23.59,1364.0,67.04,7.83
Mumbai,2010,63298,Petrol,Automatic,First,5.0,3.95,Toyota,14.53,1794.0,138.1,
Jaipur,2013,75049,Petrol,Manual,Second,5.0,3.0,Hyundai,20.36,1197.0,78.9,
Kochi,2018,24237,Petrol,Manual,First,5.0,6.7,Ford,18.16,1196.0,86.8,
Coimbatore,2016,22767,Petrol,Manual,First,5.0,6.14,Maruti,18.5,1197.0,85.8,
Bangalore,2012,58000,Petrol,Automatic,Second,5.0,4.4,Hyundai,15.0,1396.0,98.6,
Pune,2017,57000,Diesel,Manual,First,5.0,4.25,Maruti,26.59,1248.0,74.0,
Kochi,2010,50161,Petrol,Automatic,First,5.0,25.93,BMW,8.77,4395.0,402.0,
Kolkata,2016,45000,Diesel,Manual,First,5.0,7.0,Maruti,22.7,1598.0,118.0,
Coimbatore,2017,68319,Diesel,Automatic,First,7.0,25.12,Toyota,12.55,2982.0,168.5,
Kochi,2017,30711,Petrol,Manual,First,5.0,4.45,Hyundai,20.3,998.0,68.05,
Kolkata,2011,38277,Diesel,Manual,First,5.0,2.4,Hyundai,21.9,1396.0,90.0,
Pune,2012,115000,Diesel,Manual,Second,5.0,4.33,Volkswagen,20.54,1598.0,103.6,
Coimbatore,2017,46849,Petrol,Automatic,First,5.0,6.93,Maruti,18.5,1197.0,83.14,
Ahmedabad,2014,64000,Diesel,Manual,First,5.0,4.25,Hyundai,21.9,1396.0,90.0,
Pune,2010,130923,Diesel,Automatic,First,5.0,12.5,Mercedes-Benz,14.21,2143.0,203.0,
Chennai,2015,15000,Petrol,Manual,First,5.0,4.9,Hyundai,18.9,1197.0,82.0,
Mumbai,2014,32720,Diesel,Manual,First,5.0,4.5,Hyundai,23.0,1396.0,90.0,
Jaipur,2016,12500,Petrol,Manual,First,5.0,3.0,Renault,25.17,799.0,53.3,
Chennai,2015,59800,Petrol,Automatic,First,5.0,5.8,Hyundai,16.9,1197.0,82.0,
Pune,2011,54211,Petrol,Manual,First,5.0,3.33,Volkswagen,15.04,1598.0,103.6,
Kochi,2015,62242,Diesel,Automatic,First,5.0,6.62,Chevrolet,14.39,1998.0,163.7,
Mumbai,2015,54000,Diesel,Manual,Second,5.0,5.75,Nissan,19.01,1461.0,108.5,
Hyderabad,2012,65000,Diesel,Manual,First,5.0,6.2,Hyundai,22.32,1582.0,126.32,
Chennai,2015,55000,Petrol,Automatic,First,5.0,3.5,Maruti,23.1,998.0,67.04,6.0
Pune,2010,71000,Petrol,Manual,First,5.0,2.0,Maruti,18.9,998.0,67.1,
Chennai,2012,70000,Diesel,Manual,First,5.0,4.0,Hyundai,21.9,1396.0,88.8,
Mumbai,2011,53000,Petrol,Automatic,First,5.0,9.5,Audi,12.3,1781.0,163.2,
Mumbai,2013,43000,Diesel,Automatic,First,5.0,17.5,BMW,17.05,1995.0,184.0,
Mumbai,2015,54000,Petrol,Automatic,First,5.0,6.11,Skoda,14.3,1598.0,103.52,
Ahmedabad,2014,51000,Petrol,Manual,First,5.0,3.75,Hyundai,20.36,1197.0,78.9,
Hyderabad,2007,78000,Diesel,Manual,Second,6.0,6.2,Mitsubishi,10.5,2835.0,107.2,
Mumbai,2014,25000,Diesel,Manual,First,5.0,6.15,Honda,26.0,1498.0,98.6,
Pune,2012,12600,Petrol,Manual,First,5.0,2.4,Maruti,20.92,998.0,67.1,
Pune,2009,80000,Diesel,Manual,Fourth & Above,5.0,2.15,Maruti,17.8,1248.0,75.0,
Kolkata,2016,21000,Petrol,Manual,First,5.0,3.75,Hyundai,18.9,1197.0,82.0,
Mumbai,2011,32000,Petrol,Manual,Second,5.0,2.15,Ford,15.6,1196.0,70.0,
Bangalore,2015,50000,Petrol,Manual,First,5.0,4.75,Hyundai,18.9,1197.0,81.86,
Mumbai,2010,47500,Petrol,Manual,First,5.0,2.45,Maruti,15.5,1586.0,103.3,
Mumbai,2017,7500,Petrol,Manual,First,5.0,11.15,Honda,17.4,1497.0,117.3,13.76
Jaipur,2016,68163,Diesel,Automatic,First,5.0,8.9,Renault,19.6,1461.0,108.45,14.11
Ahmedabad,2014,61000,Diesel,Manual,First,5.0,4.35,Honda,25.8,1498.0,98.6,
Jaipur,2015,100000,Diesel,Manual,Second,7.0,12.0,Toyota,12.99,2494.0,100.6,
Mumbai,2009,61500,Diesel,Automatic,Second,5.0,8.5,BMW,16.07,1995.0,181.0,
Kochi,2017,42883,Petrol,Manual,First,5.0,4.27,Hyundai,19.81,1086.0,68.05,
Jaipur,2012,97000,Diesel,Manual,Second,5.0,4.25,Renault,20.45,1461.0,83.8,
Bangalore,2010,39525,Petrol,Automatic,First,5.0,9.25,Mitsubishi,11.3,2360.0,170.0,
Kochi,2017,35384,Diesel,Manual,First,5.0,8.61,Maruti,24.3,1248.0,88.5,9.12
Hyderabad,2010,46000,Diesel,Automatic,First,7.0,28.0,Mercedes-Benz,11.8,2987.0,261.0,
Coimbatore,2018,32189,Diesel,Manual,First,5.0,9.25,Ford,23.0,1498.0,98.96,11.2
Chennai,2016,27000,Diesel,Automatic,First,5.0,8.6,Hyundai,19.08,1582.0,126.2,
Coimbatore,2018,22734,Petrol,Manual,First,5.0,7.53,Volkswagen,16.47,1198.0,74.0,
Mumbai,2014,58002,Diesel,Manual,First,5.0,5.75,Renault,19.64,1461.0,108.45,
Chennai,2012,31500,Petrol,Automatic,First,5.0,4.15,Honda,16.5,1198.0,86.8,
Coimbatore,2017,30933,Petrol,Manual,First,5.0,5.84,Ford,18.16,1196.0,86.8,
Kolkata,2012,27090,Diesel,Automatic,First,5.0,16.5,Audi,18.53,1968.0,187.74,
Mumbai,2015,29500,Diesel,Automatic,First,7.0,43.0,BMW,15.97,2993.0,258.0,
Pune,2013,45000,Petrol,Manual,First,5.0,3.55,Hyundai,20.36,1197.0,78.9,
Hyderabad,2018,11691,Petrol,Manual,First,5.0,8.9,Hyundai,18.6,1197.0,81.83,
Hyderabad,2006,121000,Diesel,Manual,Second,5.0,2.5,Skoda,16.4,1896.0,90.0,
Hyderabad,2010,118077,Diesel,Manual,First,5.0,3.85,Hyundai,16.2,1493.0,110.0,
Chennai,2012,36300,Petrol,Automatic,Third,5.0,7.5,Hyundai,17.1,1591.0,121.4,
Mumbai,2005,90000,Petrol,Manual,Second,5.0,1.8,Hyundai,15.3,1341.0,61.0,
Chennai,2010,78000,Diesel,Manual,First,5.0,2.25,Ford,20.0,1399.0,68.0,
Mumbai,2015,42000,Diesel,Automatic,First,5.0,24.25,Audi,17.68,1968.0,174.33,
Mumbai,2015,27000,Petrol,Manual,First,5.0,4.35,Volkswagen,16.47,1198.0,74.0,
Kolkata,2012,22000,Diesel,Automatic,First,5.0,11.5,BMW,17.05,1995.0,184.0,
Kolkata,2014,49000,Petrol,Manual,First,5.0,4.75,Honda,17.4,1497.0,117.3,
Hyderabad,2012,42600,Diesel,Manual,First,5.0,4.99,Hyundai,23.0,1396.0,90.0,
Coimbatore,2018,12794,Petrol,Automatic,First,5.0,9.15,Honda,19.0,1199.0,88.7,
Hyderabad,2014,88046,Petrol,Automatic,First,5.0,13.99,Honda,10.1,2354.0,152.0,
Bangalore,2014,8000,Diesel,Automatic,Second,5.0,19.75,Mercedes-Benz,20.0,2143.0,107.3,
Coimbatore,2018,82739,Diesel,Automatic,First,7.0,16.77,Mahindra,16.0,2179.0,140.0,
Bangalore,2006,193000,Diesel,Manual,Third,7.0,2.5,Mahindra,13.6,2523.0,63.0,
Mumbai,2013,7000,Petrol,Automatic,First,5.0,3.65,Renault,17.97,1498.0,99.6,
Ahmedabad,2012,60000,Diesel,Automatic,Second,5.0,23.5,Land,12.35,2179.0,187.74,
Pune,2017,38000,Petrol,Manual,First,5.0,3.11,Maruti,22.74,796.0,47.3,
Kochi,2013,56344,Petrol,Manual,First,5.0,4.57,Toyota,17.6,1496.0,88.73,
Mumbai,2014,17858,Petrol,Manual,First,5.0,5.32,Hyundai,17.0,1197.0,80.0,
Hyderabad,2012,53000,Petrol,Manual,First,5.0,3.2,Hyundai,20.36,1197.0,78.9,
Kochi,2016,67906,Diesel,Manual,First,5.0,5.63,Maruti,25.2,1248.0,74.0,
Hyderabad,2015,19000,Petrol,Manual,First,5.0,3.0,Hyundai,21.1,814.0,55.2,
Mumbai,2010,67000,Diesel,Automatic,Second,5.0,9.25,BMW,22.69,1995.0,190.0,47.87
Delhi,2011,80000,Diesel,Manual,First,5.0,1.2,Tata,23.57,1396.0,70.0,
Delhi,2015,61000,Petrol,Manual,First,5.0,2.15,Maruti,22.74,796.0,47.3,
Pune,2010,39000,Diesel,Manual,First,5.0,3.05,Volkswagen,22.07,1199.0,73.9,
Ahmedabad,2014,59000,Petrol,Automatic,First,5.0,11.5,Toyota,14.28,1798.0,138.03,
Hyderabad,2008,80931,Petrol,Manual,First,5.0,2.3,Hyundai,17.92,1086.0,62.1,
Kolkata,2016,34000,Petrol,Manual,First,5.0,4.95,Maruti,20.4,1197.0,81.8,
Hyderabad,2013,130000,Diesel,Manual,First,5.0,4.75,Renault,21.64,1461.0,84.8,
Coimbatore,2018,52380,Diesel,Manual,First,5.0,10.15,Maruti,24.3,1248.0,88.5,12.47
Kolkata,2011,44000,Petrol,Manual,First,5.0,2.65,Nissan,18.06,1198.0,75.0,
Hyderabad,2015,84000,Diesel,Manual,First,5.0,3.8,Ford,20.0,1399.0,68.05,
Kochi,2017,41697,Petrol,Automatic,First,5.0,16.68,Honda,13.1,1997.0,141.1,
Pune,2014,163000,Diesel,Manual,First,5.0,5.0,Nissan,19.01,1461.0,108.5,
Chennai,2011,42000,Petrol,Manual,Second,5.0,3.75,Toyota,17.71,1197.0,78.9,6.51
Jaipur,2013,129000,Diesel,Manual,Third,5.0,4.11,Hyundai,21.27,1396.0,88.76,
Chennai,2015,32200,Petrol,Manual,Second,5.0,4.25,Ford,18.16,1196.0,86.8,
Mumbai,2004,129000,Diesel,Manual,First,6.0,3.45,Mitsubishi,10.5,2835.0,107.2,
Bangalore,2014,40000,Diesel,Automatic,First,5.0,22.5,Audi,17.11,1968.0,174.33,
Delhi,2006,150000,Petrol,Manual,First,8.0,4.5,Toyota,12.4,1998.0,132.0,
Jaipur,2007,140000,Petrol,Manual,First,5.0,0.9,Chevrolet,15.26,1150.0,74.9,
Hyderabad,2006,63181,Petrol,Manual,First,5.0,1.85,Hyundai,15.3,1341.0,83.0,
Kolkata,2013,39575,Diesel,Manual,First,5.0,3.25,Honda,25.8,1498.0,98.6,
Coimbatore,2014,70374,Diesel,Manual,First,5.0,7.34,Ford,22.7,1498.0,89.84,
Kolkata,2015,26256,Diesel,Manual,First,5.0,4.25,Volkswagen,20.14,1498.0,88.5,
Delhi,2016,13460,Petrol,Manual,First,5.0,6.45,Hyundai,18.6,1197.0,81.86,
Chennai,2011,122000,Diesel,Manual,Second,8.0,10.75,Toyota,12.8,2494.0,102.0,
Kolkata,2015,58589,Diesel,Automatic,First,5.0,27.75,Mercedes-Benz,15.26,2143.0,203.2,
Jaipur,2005,115000,Petrol,Manual,Second,5.0,0.99,Maruti,17.3,1061.0,64.0,
Pune,2016,75000,Diesel,Automatic,First,7.0,24.0,Ford,12.62,2198.0,158.0,
Jaipur,2016,30292,Petrol,Manual,First,5.0,6.1,Hyundai,18.6,1197.0,81.86,
Ahmedabad,2017,32248,Petrol,Manual,First,5.0,8.25,Honda,17.5,1199.0,88.7,10.32
Bangalore,2013,74000,Petrol,Manual,First,5.0,4.65,Volkswagen,16.47,1198.0,73.9,
Mumbai,2014,56100,Petrol,Manual,First,5.0,9.75,Honda,13.7,1997.0,153.86,
Bangalore,2014,61325,Petrol,Manual,First,5.0,4.4,Hyundai,18.9,1197.0,81.86,8.1
Kolkata,2014,33000,Petrol,Manual,First,5.0,3.99,Maruti,19.1,1197.0,85.8,
Coimbatore,2016,18090,Diesel,Automatic,First,5.0,45.73,BMW,16.2,2993.0,258.0,
Kochi,2014,71390,Diesel,Manual,First,5.0,5.27,Ford,22.7,1498.0,89.84,
Mumbai,2014,41000,CNG,Manual,First,5.0,3.5,Maruti,26.2,998.0,58.2,
Ahmedabad,2016,67000,Diesel,Manual,First,5.0,7.25,Honda,26.0,1498.0,98.6,
Chennai,2008,99000,Diesel,Manual,Second,5.0,1.6,Tata,17.0,1405.0,70.0,
Pune,2014,142000,Diesel,Manual,Second,5.0,6.0,Renault,19.01,1461.0,108.45,
Chennai,2010,26966,Petrol,Manual,First,5.0,3.0,Hyundai,20.36,1197.0,78.9,
Mumbai,2015,27628,Petrol,Manual,First,5.0,4.95,Honda,18.7,1199.0,88.7,
Hyderabad,2016,82497,Diesel,Manual,First,5.0,8.99,Maruti,23.65,1248.0,88.5,
Mumbai,2007,86000,Petrol,Manual,Third,5.0,1.85,Honda,11.9,2354.0,144.0,
Coimbatore,2016,26981,Petrol,Manual,First,5.0,6.16,Volkswagen,16.47,1198.0,73.9,
Hyderabad,2010,110471,Diesel,Manual,First,5.0,3.5,Maruti,21.1,1248.0,73.9,
Jaipur,2014,69000,Petrol,Manual,First,5.0,4.5,Honda,19.5,1199.0,88.76,7.52
Hyderabad,2017,12000,Petrol,Manual,First,5.0,7.75,Hyundai,18.6,1197.0,81.83,
Hyderabad,2014,77500,Diesel,Manual,First,5.0,6.6,Renault,20.45,1461.0,83.8,
Kochi,2014,48031,Petrol,Manual,First,5.0,4.98,Hyundai,18.9,1197.0,82.0,
Chennai,2008,170000,Diesel,Automatic,Third,5.0,9.75,BMW,16.07,1995.0,181.0,
Mumbai,2014,69565,Diesel,Manual,First,5.0,5.55,Ford,22.7,1498.0,89.84,
Hyderabad,2016,45492,Diesel,Automatic,First,5.0,10.3,Volkswagen,21.5,1498.0,108.5,15.68
Chennai,2011,85000,Petrol,Automatic,Second,5.0,7.5,Honda,11.7,2354.0,177.6,
Hyderabad,2008,55902,Petrol,Manual,First,5.0,1.8,Chevrolet,14.49,1399.0,92.7,
Hyderabad,2017,18500,Petrol,Manual,First,5.0,6.25,Volkswagen,16.2,1199.0,74.0,
Hyderabad,2015,129750,Diesel,Manual,Second,7.0,6.8,Mahindra,14.95,2489.0,93.7,
