Year,Kilometers_Driven,Owner_Type,Seats,Price,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
2015,14000,1,5.0,35.0,18.12,1995.0,190.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,100073,2,5.0,2.0,25.0,1396.0,69.01,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2015,59182,1,7.0,9.46,15.1,2179.0,140.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2016,72132,2,7.0,39.0,12.07,2967.0,241.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2009,79000,1,5.0,15.0,18.48,1995.0,177.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013,66930,1,5.0,6.15,17.1,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2015,100000,2,7.0,14.5,13.01,2199.0,194.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2018,27413,1,5.0,5.18,20.51,998.0,67.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2007,90000,2,5.0,1.24,17.3,1061.0,64.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2013,40300,1,5.0,2.8,18.5,1197.0,82.85,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2011,73783,2,5.0,5.23,13.7,1798.0,157.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2005,86000,2,5.0,0.45,15.3,1341.0,83.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2014,65694,1,5.0,3.25,18.9,998.0,67.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2015,23000,1,5.0,1.5,16.8,796.0,34.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2012,51000,1,5.0,2.85,20.36,1197.0,78.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2018,18335,1,5.0,4.5,21.7,999.0,67.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2014,36000,1,5.0,16.25,15.0,2147.0,107.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,25000,1,5.0,7.75,17.21,1197.0,103.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2007,81000,3,8.0,4.35,12.05,2179.0,120.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2019,21719,1,7.0,33.13,12.9,2755.0,174.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,75421,1,5.0,3.63,25.44,936.0,56.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2010,80000,1,8.0,4.75,12.8,2494.0,102.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2018,10671,1,5.0,6.51,20.85,1197.0,83.14,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2018,4126,1,5.0,4.8,21.7,999.0,67.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2017,98500,1,5.0,6.0,22.95,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2016,61578,1,5.0,6.4,18.9,1197.0,82.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2014,54000,1,5.0,4.9,20.34,1498.0,103.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2013,70998,1,5.0,20.57,17.68,1968.0,174.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015,40082,1,5.0,4.76,19.3,1248.0,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2012,50619,1,5.0,2.0,18.0,995.0,62.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2009,103905,1,5.0,9.92,22.69,1995.0,190.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2018,15334,1,5.0,3.69,21.1,814.0,55.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2013,69000,1,5.0,5.75,23.4,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2014,75160,1,5.0,5.7,20.14,1498.0,88.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2014,44753,1,5.0,4.94,18.0,1198.0,86.7,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2012,53024,1,5.0,4.29,14.4,1598.0,103.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2014,23840,1,5.0,3.0,20.51,998.0,67.04,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2014,81298,1,5.0,6.5,20.14,1498.0,88.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2015,59000,2,5.0,4.9,16.47,1198.0,73.9,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2016,51806,1,5.0,5.4,25.8,1498.0,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2014,56000,1,5.0,24.0,18.53,1968.0,187.74,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2019,29279,1,5.0,7.46,24.7,1047.0,69.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2017,33550,1,5.0,9.6,21.5,1498.0,108.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,62000,1,5.0,25.0,18.53,1968.0,187.74,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2014,66000,1,5.0,6.8,19.01,1461.0,108.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2016,46630,1,5.0,8.59,21.66,1498.0,103.52,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016,72566,1,5.0,5.29,25.83,1498.0,99.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011,51482,1,8.0,2.5,15.42,1405.0,70.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2011,90000,1,5.0,13.9,14.84,2143.0,167.62,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2014,69000,2,7.0,20.0,13.0,2982.0,168.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011,90000,2,5.0,3.4,17.0,1497.0,118.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2015,39000,1,5.0,5.5,18.6,1197.0,81.83,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2012,110000,2,5.0,3.65,20.54,1598.0,103.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011,68022,1,7.0,5.86,13.1,2499.0,141.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2018,27852,1,5.0,10.44,14.8,1497.0,121.36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2011,68439,1,5.0,3.37,23.0,1396.0,90.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2011,150000,1,8.0,6.95,12.99,2494.0,100.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2018,14000,1,5.0,9.9,21.5,1497.0,108.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2012,71558,1,5.0,3.3,20.0,1399.0,68.05,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2013,48000,2,4.0,50.5,17.85,2967.0,300.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2015,65800,1,5.0,12.5,17.01,1582.0,126.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2014,53000,1,5.0,20.5,16.55,1968.0,140.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2017,14600,1,7.0,14.5,16.0,2179.0,140.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2017,34429,1,7.0,20.0,13.8,2999.0,174.57,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2014,52000,1,5.0,5.25,23.4,1248.0,74.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2015,25470,1,5.0,5.9,20.73,1373.0,91.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2013,22000,1,5.0,2.6,21.1,814.0,55.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2007,75000,1,5.0,11.0,11.0,2987.0,198.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2011,95995,1,5.0,15.5,18.48,1995.0,177.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2017,26877,1,5.0,5.75,24.0,1186.0,73.97,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2015,26000,1,5.0,75.0,14.47,2993.0,301.73,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2007,140000,2,5.0,2.0,17.8,1248.0,75.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2008,95291,1,5.0,2.3,17.92,1086.0,62.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2009,135000,2,8.0,8.2,12.8,2494.0,102.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2015,32000,1,5.0,4.8,18.6,1197.0,81.83,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2008,68333,2,5.0,8.5,11.0,2987.0,198.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2011,72000,1,5.0,2.9,20.0,1399.0,68.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2012,52100,1,5.0,6.5,21.43,1364.0,86.79,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2018,10000,1,5.0,5.85,18.9,1197.0,81.86,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2019,6261,1,5.0,23.91,16.3,1956.0,170.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2019,3906,1,5.0,7.36,20.89,1197.0,81.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2014,55960,1,7.0,17.25,11.5,2982.0,171.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2013,144000,1,5.0,7.0,20.54,1598.0,103.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2017,38000,1,7.0,17.65,13.68,2393.0,147.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2013,51000,1,5.0,2.5,20.0,1399.0,68.1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2015,150000,1,5.0,6.0,23.59,1364.0,67.05,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2018,2500,1,7.0,8.25,18.06,2523.0,63.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2018,41661,1,5.0,44.83,12.7,2179.0,187.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011,64000,1,5.0,10.5,16.07,1995.0,181.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2008,80000,2,5.0,1.9,13.2,1495.0,94.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2016,30000,2,5.0,4.25,23.1,998.0,67.04,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2014,43000,2,5.0,26.5,16.36,2179.0,187.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013,90000,2,5.0,22.5,12.4,2698.0,179.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,123880,1,5.0,3.3,23.08,1461.0,63.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2015,42000,2,5.0,4.3,18.0,1198.0,86.7,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2012,79824,1,5.0,5.25,19.87,1461.0,83.8,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2015,75000,1,8.0,11.75,12.99,2494.0,100.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2014,72411,1,5.0,4.25,18.0,1198.0,86.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2012,63000,1,5.0,14.22,14.94,2143.0,204.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2015,53713,1,5.0,4.2,17.71,1197.0,78.9,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2017,18000,1,8.0,18.25,11.36,2755.0,171.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2013,51000,1,5.0,18.5,15.8,2148.0,170.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2008,86700,2,5.0,2.4,16.1,1298.0,88.2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2016,29000,1,5.0,6.5,27.39,1248.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2014,56000,1,5.0,3.2,13.45,1086.0,62.1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2015,33000,1,5.0,3.99,23.1,998.0,67.04,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2014,64394,1,5.0,5.45,22.7,1498.0,89.84,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2010,76000,1,5.0,2.7,18.8,1248.0,90.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2016,48719,1,5.0,6.25,27.3,1498.0,98.6,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2016,59711,1,7.0,13.28,15.1,2179.0,140.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2012,83000,1,5.0,3.7,23.08,1461.0,63.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2018,10714,1,5.0,39.51,19.27,2143.0,167.62,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2010,127510,2,5.0,1.4,19.0,1248.0,90.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2014,35010,1,5.0,3.5,22.9,1248.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2012,75451,1,5.0,3.78,17.5,1197.0,85.8,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2015,83000,1,5.0,2.7,19.09,1405.0,69.01,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2013,38755,1,5.0,3.2,25.8,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2016,30000,1,5.0,5.0,20.4,1197.0,81.8,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2012,40000,1,7.0,7.0,20.77,1248.0,88.8,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2014,19500,2,5.0,2.85,18.9,1197.0,82.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2016,41000,1,5.0,4.25,19.69,1198.0,67.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2014,30000,2,5.0,4.9,18.9,1197.0,82.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,37000,1,5.0,16.9,17.1,1956.0,170.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2014,62000,2,5.0,4.25,22.07,1199.0,73.9,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2015,42023,1,5.0,4.34,15.5,1198.0,86.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2012,51001,1,5.0,17.0,16.09,1995.0,184.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2017,55389,1,5.0,28.45,18.88,1995.0,184.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,46728,1,5.0,6.15,15.6,1497.0,116.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2014,58995,1,7.0,9.25,12.83,2696.0,162.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2015,37857,1,5.0,4.85,26.59,1248.0,74.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2014,71000,1,5.0,4.8,25.2,1248.0,74.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2012,49024,1,5.0,2.3,18.4,1198.0,86.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2016,10770,1,5.0,4.75,18.9,1197.0,82.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2017,72000,1,5.0,5.0,22.95,1248.0,74.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2015,91000,1,5.0,2.5,21.1,814.0,55.2,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2017,14000,1,5.0,5.95,18.6,1197.0,81.83,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2014,48000,2,5.0,16.0,9.0,1984.0,181.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2014,75136,1,5.0,6.15,22.7,1498.0,89.84,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2014,32500,2,5.0,4.05,21.1,1197.0,85.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2010,94500,2,5.0,3.1,21.9,1396.0,90.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2013,34900,1,5.0,5.49,22.0,1197.0,81.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2010,42400,3,4.0,42.91,8.0,4806.0,394.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015,50000,1,5.0,5.7,17.8,1248.0,75.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2014,35000,1,5.0,2.85,19.4,1198.0,86.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2012,37000,2,5.0,2.35,18.6,1199.0,79.4,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2018,32807,1,5.0,14.76,13.0,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2008,119000,2,5.0,2.25,17.7,1497.0,78.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2016,12000,1,5.0,3.65,18.5,1197.0,85.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2016,46727,1,5.0,7.25,22.77,1498.0,98.59,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2010,73336,1,5.0,10.69,13.2,1995.0,170.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2014,9000,2,5.0,5.5,17.01,1591.0,121.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2005,240000,4,8.0,5.1,12.8,2494.0,102.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2014,25422,1,5.0,3.25,22.5,998.0,67.04,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2018,14000,1,7.0,9.25,25.47,1248.0,88.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2008,66000,1,5.0,1.7,19.7,796.0,46.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2010,55324,1,5.0,2.87,19.0,998.0,66.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2009,90000,1,5.0,17.75,11.0,2993.0,235.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,43000,1,5.0,4.5,18.15,1198.0,82.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2008,58483,2,5.0,2.95,19.2,1197.0,80.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,93000,2,5.0,2.6,12.9,1799.0,130.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2010,50000,1,5.0,3.0,20.36,1197.0,78.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2014,78616,2,5.0,15.5,14.84,2143.0,170.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,37000,1,5.0,2.8,17.6,1496.0,88.73,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2010,54801,1,5.0,2.5,17.0,1497.0,118.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2014,29000,1,5.0,5.75,23.4,1248.0,74.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2010,68000,1,5.0,2.8,22.0,1197.0,81.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2014,58000,1,5.0,4.59,17.01,1591.0,121.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2012,64290,1,5.0,3.65,23.2,1248.0,73.94,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2015,31000,1,7.0,19.85,13.0,2982.0,168.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2018,16039,1,5.0,18.5,17.1,1956.0,170.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2017,19860,1,5.0,6.95,18.6,1197.0,81.83,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2014,48500,2,5.0,2.85,26.6,998.0,58.16,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2012,75391,1,7.0,3.75,13.93,2179.0,138.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2008,78000,2,5.0,2.3,19.3,1248.0,73.9,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2016,78000,1,5.0,2.3,25.0,1396.0,69.01,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2016,52000,1,5.0,5.95,28.4,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2016,30000,1,5.0,3.49,23.1,998.0,67.04,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2016,19254,1,5.0,47.7,14.69,2993.0,258.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015,29651,1,5.0,6.43,16.47,1198.0,74.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2011,80000,1,7.0,4.5,13.93,2179.0,138.03,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2018,2971,1,4.0,39.75,13.6,1598.0,181.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2015,21400,1,5.0,4.0,15.6,1196.0,70.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2015,77000,1,5.0,6.98,26.0,1498.0,98.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2006,80000,2,7.0,1.75,12.6,1991.0,112.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2013,81755,1,5.0,4.75,20.0,1968.0,108.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2016,99593,1,7.0,23.5,11.5,2982.0,171.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2014,39791,1,5.0,7.49,22.32,1582.0,126.32,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2015,113000,1,7.0,10.85,15.1,2179.0,140.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2017,24000,1,5.0,3.5,25.17,799.0,53.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2015,39000,2,5.0,6.3,18.6,1197.0,81.83,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2012,37000,1,5.0,6.75,15.6,1497.0,116.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,61108,1,7.0,28.88,10.91,3198.0,197.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016,61648,1,5.0,14.23,13.7,1798.0,157.75,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2012,37000,3,5.0,15.0,22.69,1995.0,190.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2013,53000,1,7.0,5.8,22.8,1373.0,80.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2013,65000,1,5.0,3.75,23.2,1248.0,73.94,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011,148009,2,7.0,12.75,11.5,2982.0,171.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2009,53001,1,5.0,1.95,16.1,1298.0,88.2,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2018,22345,1,5.0,4.95,20.3,1199.0,84.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2015,50000,1,5.0,8.25,18.0,1497.0,117.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2013,48183,1,5.0,20.99,13.2,1995.0,170.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010,93000,2,5.0,17.5,14.21,2143.0,203.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2015,53500,1,5.0,5.36,28.4,1248.0,74.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2014,17585,1,7.0,6.35,16.02,1373.0,93.7,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2011,36226,1,5.0,2.95,17.01,1591.0,121.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2019,25899,1,5.0,55.7,12.63,2179.0,147.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2009,60170,1,5.0,1.15,0.0,1086.0,62.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2017,11200,1,5.0,37.5,19.27,2143.0,167.62,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2017,49045,1,5.0,4.07,20.36,1197.0,78.9,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2012,45000,1,5.0,2.99,22.07,1199.0,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2017,40000,1,5.0,7.9,24.3,1248.0,88.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2016,36600,1,5.0,7.49,19.87,1461.0,83.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2009,117000,1,5.0,1.1,18.0,1248.0,75.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2016,16000,1,7.0,56.0,11.3,2987.0,254.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016,50000,1,5.0,3.5,25.4,1186.0,73.97,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2008,150000,1,5.0,3.0,18.1,1493.0,110.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2014,11000,1,5.0,6.1,17.01,1591.0,121.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2010,102016,1,5.0,2.25,15.6,1196.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2016,38000,1,5.0,5.95,25.2,1248.0,74.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2013,71491,1,5.0,4.95,23.08,1461.0,63.12,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2015,46354,2,5.0,5.49,16.47,1198.0,74.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2019,87000,1,5.0,6.67,22.69,1995.0,190.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2015,20765,1,5.0,6.25,15.0,1598.0,103.52,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2014,51076,1,7.0,34.88,12.07,2967.0,241.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016,84085,1,5.0,6.9,26.21,1248.0,88.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2014,55000,1,5.0,5.99,25.1,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010,73000,1,5.0,10.4,10.93,3498.0,272.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2012,50001,1,5.0,29.0,14.57,2967.0,241.38,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2016,93166,2,7.0,5.85,14.02,2179.0,118.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2006,99583,3,5.0,2.21,12.0,1493.0,100.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2010,72000,1,5.0,2.4,15.5,1586.0,103.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2009,70000,3,5.0,3.0,14.53,1798.0,138.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2012,61000,2,5.0,3.75,14.4,1598.0,103.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2015,66510,1,5.0,2.95,21.1,814.0,55.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2011,84062,1,5.0,5.8,20.0,1968.0,108.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2012,80799,1,5.0,4.9,22.9,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2018,5000,1,5.0,16.95,14.28,1798.0,138.03,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2013,92000,1,8.0,12.5,12.99,2494.0,100.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2017,53000,1,5.0,5.0,27.28,1047.0,69.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2015,39822,1,5.0,4.68,15.41,1598.0,103.52,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2016,29000,1,7.0,29.8,10.91,3198.0,197.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2017,24214,2,5.0,3.46,25.17,799.0,53.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
